,ImageId,EncodedPixels
10,9f17aea854db13015d19b34cb2022cfdeda44133323fcd6bb3545f7b9404d8ab,214019 6 214530 13 215042 16 215554 17 216066 18 216577 19 217089 19 217601 20 218113 20 218625 20 219137 20 219649 20 220161 20 220673 20 221185 20 221697 20 222209 20 222721 19 223233 19 223745 19 224257 19 224769 19 225281 18 225793 17 226305 17 226818 15 227330 14 227842 14 228354 13 228866 12 229378 11 229890 11 230402 10 230914 9 231426 7 231938 6 232451 4
11,9f17aea854db13015d19b34cb2022cfdeda44133323fcd6bb3545f7b9404d8ab,214019 6 214530 13 215042 16 215554 17 216066 18 216577 19 217089 19 217601 20 218113 20 218625 20 219137 20 219649 20 220161 20 220673 20 221185 20 221697 20 222209 20 222721 19 223233 19 223745 19 224257 19 224769 19 225281 18 225793 17 226305 17 226818 15 227330 14 227842 14 228354 13 228866 12 229378 11 229890 11 230402 10 230914 9 231426 7 231938 6 232451 4
12,9f17aea854db13015d19b34cb2022cfdeda44133323fcd6bb3545f7b9404d8ab,214019 6 214530 13 215042 16 215554 17 216066 18 216577 19 217089 19 217601 20 218113 20 218625 20 219137 20 219649 20 220161 20 220673 20 221185 20 221697 20 222209 20 222721 19 223233 19 223745 19 224257 19 224769 19 225281 18 225793 17 226305 17 226818 15 227330 14 227842 14 228354 13 228866 12 229378 11 229890 11 230402 10 230914 9 231426 7 231938 6 232451 4
13,9f17aea854db13015d19b34cb2022cfdeda44133323fcd6bb3545f7b9404d8ab,214019 6 214530 13 215042 16 215554 17 216066 18 216577 19 217089 19 217601 20 218113 20 218625 20 219137 20 219649 20 220161 20 220673 20 221185 20 221697 20 222209 20 222721 19 223233 19 223745 19 224257 19 224769 19 225281 18 225793 17 226305 17 226818 15 227330 14 227842 14 228354 13 228866 12 229378 11 229890 11 230402 10 230914 9 231426 7 231938 6 232451 4
14,9f17aea854db13015d19b34cb2022cfdeda44133323fcd6bb3545f7b9404d8ab,214019 6 214530 13 215042 16 215554 17 216066 18 216577 19 217089 19 217601 20 218113 20 218625 20 219137 20 219649 20 220161 20 220673 20 221185 20 221697 20 222209 20 222721 19 223233 19 223745 19 224257 19 224769 19 225281 18 225793 17 226305 17 226818 15 227330 14 227842 14 228354 13 228866 12 229378 11 229890 11 230402 10 230914 9 231426 7 231938 6 232451 4
15,9f17aea854db13015d19b34cb2022cfdeda44133323fcd6bb3545f7b9404d8ab,214019 6 214530 13 215042 16 215554 17 216066 18 216577 19 217089 19 217601 20 218113 20 218625 20 219137 20 219649 20 220161 20 220673 20 221185 20 221697 20 222209 20 222721 19 223233 19 223745 19 224257 19 224769 19 225281 18 225793 17 226305 17 226818 15 227330 14 227842 14 228354 13 228866 12 229378 11 229890 11 230402 10 230914 9 231426 7 231938 6 232451 4
16,9f17aea854db13015d19b34cb2022cfdeda44133323fcd6bb3545f7b9404d8ab,214019 6 214530 13 215042 16 215554 17 216066 18 216577 19 217089 19 217601 20 218113 20 218625 20 219137 20 219649 20 220161 20 220673 20 221185 20 221697 20 222209 20 222721 19 223233 19 223745 19 224257 19 224769 19 225281 18 225793 17 226305 17 226818 15 227330 14 227842 14 228354 13 228866 12 229378 11 229890 11 230402 10 230914 9 231426 7 231938 6 232451 4
17,9f17aea854db13015d19b34cb2022cfdeda44133323fcd6bb3545f7b9404d8ab,214019 6 214530 13 215042 16 215554 17 216066 18 216577 19 217089 19 217601 20 218113 20 218625 20 219137 20 219649 20 220161 20 220673 20 221185 20 221697 20 222209 20 222721 19 223233 19 223745 19 224257 19 224769 19 225281 18 225793 17 226305 17 226818 15 227330 14 227842 14 228354 13 228866 12 229378 11 229890 11 230402 10 230914 9 231426 7 231938 6 232451 4
18,9f17aea854db13015d19b34cb2022cfdeda44133323fcd6bb3545f7b9404d8ab,214019 6 214530 13 215042 16 215554 17 216066 18 216577 19 217089 19 217601 20 218113 20 218625 20 219137 20 219649 20 220161 20 220673 20 221185 20 221697 20 222209 20 222721 19 223233 19 223745 19 224257 19 224769 19 225281 18 225793 17 226305 17 226818 15 227330 14 227842 14 228354 13 228866 12 229378 11 229890 11 230402 10 230914 9 231426 7 231938 6 232451 4
19,9f17aea854db13015d19b34cb2022cfdeda44133323fcd6bb3545f7b9404d8ab,214019 6 214530 13 215042 16 215554 17 216066 18 216577 19 217089 19 217601 20 218113 20 218625 20 219137 20 219649 20 220161 20 220673 20 221185 20 221697 20 222209 20 222721 19 223233 19 223745 19 224257 19 224769 19 225281 18 225793 17 226305 17 226818 15 227330 14 227842 14 228354 13 228866 12 229378 11 229890 11 230402 10 230914 9 231426 7 231938 6 232451 4
20,9f17aea854db13015d19b34cb2022cfdeda44133323fcd6bb3545f7b9404d8ab,214019 6 214530 13 215042 16 215554 17 216066 18 216577 19 217089 19 217601 20 218113 20 218625 20 219137 20 219649 20 220161 20 220673 20 221185 20 221697 20 222209 20 222721 19 223233 19 223745 19 224257 19 224769 19 225281 18 225793 17 226305 17 226818 15 227330 14 227842 14 228354 13 228866 12 229378 11 229890 11 230402 10 230914 9 231426 7 231938 6 232451 4
21,9f17aea854db13015d19b34cb2022cfdeda44133323fcd6bb3545f7b9404d8ab,214019 6 214530 13 215042 16 215554 17 216066 18 216577 19 217089 19 217601 20 218113 20 218625 20 219137 20 219649 20 220161 20 220673 20 221185 20 221697 20 222209 20 222721 19 223233 19 223745 19 224257 19 224769 19 225281 18 225793 17 226305 17 226818 15 227330 14 227842 14 228354 13 228866 12 229378 11 229890 11 230402 10 230914 9 231426 7 231938 6 232451 4
22,9f17aea854db13015d19b34cb2022cfdeda44133323fcd6bb3545f7b9404d8ab,214019 6 214530 13 215042 16 215554 17 216066 18 216577 19 217089 19 217601 20 218113 20 218625 20 219137 20 219649 20 220161 20 220673 20 221185 20 221697 20 222209 20 222721 19 223233 19 223745 19 224257 19 224769 19 225281 18 225793 17 226305 17 226818 15 227330 14 227842 14 228354 13 228866 12 229378 11 229890 11 230402 10 230914 9 231426 7 231938 6 232451 4
23,9f17aea854db13015d19b34cb2022cfdeda44133323fcd6bb3545f7b9404d8ab,214019 6 214530 13 215042 16 215554 17 216066 18 216577 19 217089 19 217601 20 218113 20 218625 20 219137 20 219649 20 220161 20 220673 20 221185 20 221697 20 222209 20 222721 19 223233 19 223745 19 224257 19 224769 19 225281 18 225793 17 226305 17 226818 15 227330 14 227842 14 228354 13 228866 12 229378 11 229890 11 230402 10 230914 9 231426 7 231938 6 232451 4
24,505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81,76291 2 76802 10 77314 12 77825 15 78337 15 78849 16 79361 17 79873 18 80385 19 80897 19 81409 20 81921 20 82433 20 82945 21 83457 21 83969 21 84481 21 84993 21 85505 22 86017 22 86529 22 87041 22 87553 22 88065 22 88577 21 89089 21 89601 21 90113 21 90625 21 91137 20 91649 20 92161 19 92673 19 93185 18 93697 17 94209 17 94721 16 95233 16 95745 15 96257 15 96769 15 97281 16 97793 17 98305 22 98817 23 99329 24 99841 25 100353 26 100865 26 101377 27 101889 27 102401 27 102913 27 103425 27 103937 28 104449 29 104961 30 105473 31 105985 32 106497 32 107009 32 107521 33 108033 33 108545 33 109057 33 109569 33 110081 33 110593 33 111105 33 111617 33 112129 33 112641 33 113153 33 113665 33 114177 33 114689 33 115201 33 115713 33 116225 33 116737 33 117249 33 117761 32 118273 32 118785 32 119297 32 119809 32 120321 32 120834 31 121346 31 121858 31 122370 30 122882 30 123393 31 123905 31 124417 31 124929 30 125441 30 125953 30 126465 29 126977 29 127489 28 128001 28 128513 27 129025 26 129537 26 130049 25 130561 24 131073 24 131585 23 132097 22 132609 21 133121 20 133633 19 134145 18 134657 17 135169 17 135681 16 136193 16 136705 15 137217 14 137729 14 138241 13 138753 12 139265 11 139778 10 140290 8 140802 7 141315 3
25,505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81,76291 2 76802 10 77314 12 77825 15 78337 15 78849 16 79361 17 79873 18 80385 19 80897 19 81409 20 81921 20 82433 20 82945 21 83457 21 83969 21 84481 21 84993 21 85505 22 86017 22 86529 22 87041 22 87553 22 88065 22 88577 21 89089 21 89601 21 90113 21 90625 21 91137 20 91649 20 92161 19 92673 19 93185 18 93697 17 94209 17 94721 16 95233 16 95745 15 96257 15 96769 15 97281 16 97793 17 98305 22 98817 23 99329 24 99841 25 100353 26 100865 26 101377 27 101889 27 102401 27 102913 27 103425 27 103937 28 104449 29 104961 30 105473 31 105985 32 106497 32 107009 32 107521 33 108033 33 108545 33 109057 33 109569 33 110081 33 110593 33 111105 33 111617 33 112129 33 112641 33 113153 33 113665 33 114177 33 114689 33 115201 33 115713 33 116225 33 116737 33 117249 33 117761 32 118273 32 118785 32 119297 32 119809 32 120321 32 120834 31 121346 31 121858 31 122370 30 122882 30 123393 31 123905 31 124417 31 124929 30 125441 30 125953 30 126465 29 126977 29 127489 28 128001 28 128513 27 129025 26 129537 26 130049 25 130561 24 131073 24 131585 23 132097 22 132609 21 133121 20 133633 19 134145 18 134657 17 135169 17 135681 16 136193 16 136705 15 137217 14 137729 14 138241 13 138753 12 139265 11 139778 10 140290 8 140802 7 141315 3
26,505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81,76291 2 76802 10 77314 12 77825 15 78337 15 78849 16 79361 17 79873 18 80385 19 80897 19 81409 20 81921 20 82433 20 82945 21 83457 21 83969 21 84481 21 84993 21 85505 22 86017 22 86529 22 87041 22 87553 22 88065 22 88577 21 89089 21 89601 21 90113 21 90625 21 91137 20 91649 20 92161 19 92673 19 93185 18 93697 17 94209 17 94721 16 95233 16 95745 15 96257 15 96769 15 97281 16 97793 17 98305 22 98817 23 99329 24 99841 25 100353 26 100865 26 101377 27 101889 27 102401 27 102913 27 103425 27 103937 28 104449 29 104961 30 105473 31 105985 32 106497 32 107009 32 107521 33 108033 33 108545 33 109057 33 109569 33 110081 33 110593 33 111105 33 111617 33 112129 33 112641 33 113153 33 113665 33 114177 33 114689 33 115201 33 115713 33 116225 33 116737 33 117249 33 117761 32 118273 32 118785 32 119297 32 119809 32 120321 32 120834 31 121346 31 121858 31 122370 30 122882 30 123393 31 123905 31 124417 31 124929 30 125441 30 125953 30 126465 29 126977 29 127489 28 128001 28 128513 27 129025 26 129537 26 130049 25 130561 24 131073 24 131585 23 132097 22 132609 21 133121 20 133633 19 134145 18 134657 17 135169 17 135681 16 136193 16 136705 15 137217 14 137729 14 138241 13 138753 12 139265 11 139778 10 140290 8 140802 7 141315 3
27,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
28,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
29,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
30,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
31,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
32,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
33,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
34,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
35,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
36,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
37,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
38,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
39,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
40,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
41,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
42,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
43,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
44,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
45,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
46,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
47,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
48,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
49,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
50,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
51,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
52,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
53,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
54,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
55,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
56,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
57,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
58,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
59,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
60,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4869 6 5122 11 5377 13 5633 15 5889 15 6145 16 6401 16 6657 16 6913 17 7169 17 7425 17 7681 17 7937 17 8193 16 8449 16 8705 16 8961 15 9217 14 9473 13 9730 11 9988 2
61,5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,135235 2 135744 9 136254 12 136752 27 137261 32 137763 2 137769 37 138273 47 138783 50 139294 52 139806 53 140317 55 140829 56 141340 58 141852 59 142363 61 142873 64 143384 67 143895 69 144406 71 144917 72 145429 73 145941 74 146452 76 146964 76 147476 76 147988 77 148500 77 149012 77 149524 77 150036 77 150548 77 151060 76 151572 76 152084 76 152596 76 153109 75 153621 74 154133 74 154645 74 155158 73 155670 73 156183 72 156696 71 157208 71 157721 70 158233 70 158745 69 159257 69 159769 69 160281 69 160794 67 161306 67 161818 66 162331 65 162843 63 163356 62 163868 61 164381 59 164893 58 165406 57 165919 56 166432 54 166945 53 167457 53 167970 51 168482 51 168995 49 169508 47 170021 45 170534 43 171047 41 171561 35 172080 26 172594 23 173108 20 173622 16 174137 10 174653 3
62,5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,135235 2 135744 9 136254 12 136752 27 137261 32 137763 2 137769 37 138273 47 138783 50 139294 52 139806 53 140317 55 140829 56 141340 58 141852 59 142363 61 142873 64 143384 67 143895 69 144406 71 144917 72 145429 73 145941 74 146452 76 146964 76 147476 76 147988 77 148500 77 149012 77 149524 77 150036 77 150548 77 151060 76 151572 76 152084 76 152596 76 153109 75 153621 74 154133 74 154645 74 155158 73 155670 73 156183 72 156696 71 157208 71 157721 70 158233 70 158745 69 159257 69 159769 69 160281 69 160794 67 161306 67 161818 66 162331 65 162843 63 163356 62 163868 61 164381 59 164893 58 165406 57 165919 56 166432 54 166945 53 167457 53 167970 51 168482 51 168995 49 169508 47 170021 45 170534 43 171047 41 171561 35 172080 26 172594 23 173108 20 173622 16 174137 10 174653 3
